name|src_file|src_line|total_ns|total_perc|counts|mean_ns|min_ns|max_ns|std_ns
LLDate::toHTTPDateString|E:\BoxxyViewer\indra\llcommon\lldate.cpp|94|11021|0.000000|7|1574|464|6646|2247.004562
LLDrawPoolAvatar::endDeferredImpostor|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|562|334280|0.000012|346|966|628|2961|348.385319
"vb cache hash"|E:\BoxxyViewer\indra\llrender\llrender.cpp|1577|8824444|0.000328|61924|142|36|186167|803.609087
"lllog"|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|2114|1449|0.000000|30|48|7|498|95.394101
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|544|9006|0.000000|312|28|6|307|43.500674
LLSettingsBlender::update|E:\BoxxyViewer\indra\llinventory\llsettingsbase.cpp|752|8457522|0.000315|346|24443|4168|140465|19852.725400
LLPhysicsMotionController::onUpdate|E:\BoxxyViewer\indra\newview\llphysicsmotion.cpp|456|28031546|0.001043|2836|9884|39|118113|15897.085002
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::AccumulatorBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|68|257325|0.000010|344|748|230|1468|255.510642
LLWorkerThread::WorkRequest::finishRequest|E:\BoxxyViewer\indra\llcommon\llworkerthread.cpp|193|113743|0.000004|53|2146|52|7834|2590.178710
"lllog"|E:\BoxxyViewer\indra\llplugin\llpluginprocessparent.cpp|1033|5999|0.000000|104|57|6|267|66.691508
LLViewerOctreeGroup::unbound|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|519|22441840|0.000835|124097|180|5|39170|342.821859
LLAudioEngine::getAudioData|E:\BoxxyViewer\indra\llaudio\llaudioengine.cpp|929|2259|0.000000|3|753|645|807|93.530744
LLDrawPoolSimple::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp|101|43477355|0.001618|578|75220|261|260981|80885.275427
LLTexUnit::bind|E:\BoxxyViewer\indra\llrender\llrender.cpp|217|24522223|0.000913|437942|55|8|1385481|3093.398474
"lllog"|E:\BoxxyViewer\indra\llmessage\message.cpp|2388|4192|0.000000|23|182|97|801|150.568015
LLMeshRepoThread::fetchMeshLOD|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|2035|2700417|0.000101|33|81830|30660|195468|27071.296576
LLCalculateTangentArray|E:\BoxxyViewer\indra\llmath\llvolume.cpp|7590|6746|0.000000|27|249|112|905|257.570080
LLPipeline::unlinkDrawable|E:\BoxxyViewer\indra\newview\pipeline.cpp|1919|359717|0.000013|42|8564|2555|16199|3095.896950
LLReflectionMapManager::getReflectionMaps|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|603|964617|0.000036|606|1591|453|43358|1739.537921
LLSettingsBlenderTimeDelta::calculateBlend|E:\BoxxyViewer\indra\llinventory\llsettingsbase.cpp|797|30149|0.000001|346|87|8|800|95.361722
LLTrace::AccumulatorBuffer<class LLTrace::TimeBlockAccumulator>::reset|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|132|617085|0.000023|2752|224|47|8635|208.732659
LLVolumeFace::resizeVertices|E:\BoxxyViewer\indra\llmath\llvolume.cpp|6938|283570|0.000011|414|684|85|28661|1612.836420
LLGLSLShader::uniform1f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1327|44323423|0.001650|3244902|13|6|129584|132.238643
"shadow simple"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9909|159714226|0.005944|2048|77985|22806|352918|50150.597551
LLFloater::draw|E:\BoxxyViewer\indra\llui\llfloater.cpp|2031|97869360|0.003643|516|189669|28105|432891|109890.062712
LLMeshRepository::notifyLoadedMeshes|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|4565|6148688|0.000229|1118|5499|2182|325798|10309.524708
LLStopWatchControlsMixinCommon::stop|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|949|2983750|0.000111|172|17347|15388|23770|1598.811185
"System Messages"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1401|8257928|0.000307|172|48011|8628|659787|75996.568429
LLVertexBuffer::flushBuffers|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|1022|19299898|0.000718|2802|6887|6|1748693|50291.639479
"lllog"|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|915|15507|0.000001|172|90|34|419|48.820773
LLRender::flush|E:\BoxxyViewer\indra\llrender\llrender.cpp|1502|74005430|0.002754|63405|1167|151|1384975|10655.984777
LLUICtrlFactory::createWidgetImpl|E:\BoxxyViewer\indra\llui\lluictrlfactory.h|213|87241|0.000003|1|87241|87241|87241|0.000000
LLRenderPass::pushGLTFBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|915|29546944|0.001100|3363|8785|6|519157|33792.140720
"getGeometryVolume - weight"|E:\BoxxyViewer\indra\newview\llface.cpp|2101|2879977|0.000107|932|3090|37|210543|13482.826002
LLSD::operator []|E:\BoxxyViewer\indra\llcommon\llsd.cpp|1150|328059|0.000012|6394|51|12|7018|108.329792
LLGLSLShader::bind|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1060|56796068|0.002114|254578|223|7|97927|626.899850
LLDrawable::updateXform|E:\BoxxyViewer\indra\newview\lldrawable.cpp|612|9173366|0.000341|77869|117|22|62445|339.628666
"shadow geom"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9930|43329377|0.001613|1024|42313|22593|259630|14479.204377
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::getDefaultBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|223|15355|0.000001|688|22|5|678|30.989198
"lllog"|E:\BoxxyViewer\indra\newview\lleventpoll.cpp|316|4173|0.000000|23|181|121|345|54.187385
sub_image_lines|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1064|99663|0.000004|15|6644|1643|9096|2180.448758
LLGLSLShader::uniform4uiv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1987|70193|0.000003|344|204|108|1185|109.014202
LLGLSLShader::uniform1i|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1302|2894062|0.000108|128746|22|6|8620|69.687988
LLRender::setAmbientLightColor|E:\BoxxyViewer\indra\llrender\llrender.cpp|1408|53837|0.000002|1991|27|6|983|44.071128
LLWorld::setLandFarClip|E:\BoxxyViewer\indra\newview\llworld.cpp|861|12362|0.000000|173|71|33|254|36.488370
"UI updateClass"|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|3557|3128394|0.000116|172|18188|12837|61143|8488.921915
LLVOAvatar::calculateControlAvatarComplexity|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11851|10722|0.000000|98|109|39|698|73.648790
`anonymous-namespace'::ImplMap::insert|E:\BoxxyViewer\indra\llcommon\llsd.cpp|535|217501|0.000008|1064|204|45|10762|588.866912
LLVertexBuffer::destroyGLIndices|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|1195|921661|0.000034|2796|329|82|70201|1398.747099
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11460|63864|0.000002|214|298|7|13810|1062.051982
"shadow alpha"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9935|289745642|0.010784|1024|282954|163022|677108|78080.632513
LLPipeline::doOcclusion|E:\BoxxyViewer\indra\newview\pipeline.cpp|2694|27110498|0.001009|173|156708|133088|213587|14756.108195
"lllog"|E:\BoxxyViewer\indra\llui\llview.cpp|173|136|0.000000|4|34|10|98|42.739521
"media misc"|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|717|451250|0.000017|172|2623|1955|6694|822.568712
LLVOAvatar::updateTooSlow|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|9262|1236857|0.000046|15538|79|6|11795|125.114772
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12225|13612|0.000001|212|64|6|756|74.600230
LLViewerFetchedTexture::postCreateTexture|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1576|4024|0.000000|14|287|148|422|78.233379
LLFace::LLFace|E:\BoxxyViewer\indra\newview\llface.h|79|90507|0.000003|1753|51|28|982|61.371055
"vftuf - current < min"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2268|96632|0.000004|8086|11|5|3006|38.466267
LLViewerObjectList::cleanDeadObjects|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|1425|6481209|0.000241|40|162030|137407|290128|33411.024557
"Update Images"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|855|372535152|0.013865|173|2153382|2066052|2818967|126566.594476
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1461|2931|0.000000|17|172|8|552|146.130721
"vftuf - current <= desired"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2288|322448|0.000012|33814|9|6|3116|28.698193
LLTrace::ThreadRecorder::pullFromChildren|E:\BoxxyViewer\indra\llcommon\lltracethreadrecorder.cpp|282|4148244|0.000154|172|24117|22121|45046|2471.619418
LLVOVolume::getRenderCost|E:\BoxxyViewer\indra\newview\llvovolume.cpp|4240|3080459|0.000115|3490|882|250|29313|592.383032
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|1234|23970|0.000001|1677|14|8|836|31.252895
LLFontGL::maxDrawableChars|E:\BoxxyViewer\indra\llrender\llfontgl.cpp|603|234640|0.000009|501|468|8|7119|1178.574566
LLControlGroup::get|E:\BoxxyViewer\indra\llxml\llcontrol.h|229|4815002|0.000179|11684|412|22|37634|691.667692
"tgd - transform"|E:\BoxxyViewer\indra\newview\llface.cpp|1929|3186128|0.000119|3325|958|8|53440|2831.564528
"vftuf - create or missing"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2263|401|0.000000|14|28|8|86|23.189852
LLVOAvatar::idleUpdateRenderComplexity|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11633|7358989|0.000274|710|10364|25|564192|45451.462822
render_ui_3d|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1639|214080|0.000008|172|1244|936|2216|235.350827
"materials draw loop"|E:\BoxxyViewer\indra\newview\lldrawpoolmaterials.cpp|192|204644314|0.007617|538219|380|103|125557|612.890269
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::tryPop|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|477|2818457|0.000105|1922|1466|106|122262|6725.783253
LLReflectionMapManager::update|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|213|170061615|0.006330|172|988730|146223|4168718|955535.358747
LLGLSLShader::getUniformLocation|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1720|66958163|0.002492|5886589|11|6|101618|92.626030
override_bbox|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|3260|67087835|0.002497|41192|1628|469|116990|1253.241511
LLImageJ2C::decode|E:\BoxxyViewer\indra\llimage\llimagej2c.cpp|150|46105873|0.001716|18|2561437|308375|5996690|1948223.541862
LLMeshRepository::getCostData|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|5631|1741314|0.000065|5902|295|126|3153|226.420046
LLImageGL::createGLTexture|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1524|209700|0.000008|14|14978|5112|19650|4532.246802
LLSD::operator []|E:\BoxxyViewer\indra\llcommon\llsd.cpp|1144|214427|0.000008|1026|208|67|7903|356.007617
LLTextureFetchWorker::setState|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|3084|101677|0.000004|213|477|34|2994|683.397423
LLCore::HttpOpRequest::setupPost|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|348|11388|0.000000|23|495|368|658|89.002298
LLSpatialGroup::updateInGroup|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|226|101384903|0.003773|116822|867|50|118572|1992.034728
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::addSamples|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|112|884446|0.000033|2580|342|35|4804|323.838771
LLTextureCache::getHeaderCacheEntry|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|1892|7181198|0.000267|35|205177|2419|4038079|668835.381413
LLDrawPoolAlpha::renderPostDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolalpha.cpp|147|880488982|0.032771|1499|587384|27|6011841|1101478.461798
LLGLSLShader::uniformMatrix4fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1699|10418087|0.000388|577358|18|5|107574|233.474107
"df resumeMainloopTimeout"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1625|96290|0.000004|172|559|440|1212|131.105154
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::reset|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|132|253580|0.000009|2752|92|38|1458|88.528542
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2197|3426|0.000000|16|214|9|441|118.957696
"rebuildGeom - face list"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|5975|36833409|0.001371|779|47282|7|1628796|192515.026021
"genDrawInfo - sort"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|6584|422091|0.000016|12464|33|7|16081|214.536560
LLWorld::updateRegions|E:\BoxxyViewer\indra\newview\llworld.cpp|684|1911464|0.000071|173|11048|7959|40775|4391.640918
"lllog"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|2572|53091|0.000002|3406|15|6|672|34.957953
process_avatar_animation|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|4017|6742413|0.000251|194|34754|5046|169749|25472.343023
"getGeometryVolume - indices tail"|E:\BoxxyViewer\indra\newview\llface.cpp|1453|185492|0.000007|4668|39|6|785|57.241701
"Image Fetch"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1678|974369|0.000036|172|5664|2373|41463|5195.292899
"glEndQuery"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1282|518966|0.000019|45099|11|8|2057|24.906454
LLSharedMutex::unlockShared|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|285|6470|0.000000|20|323|103|823|146.363283
LLVOVolume::updateSpotLightPriority|E:\BoxxyViewer\indra\newview\llvovolume.cpp|3418|1197040|0.000045|6920|172|55|6322|141.482976
LLMotionController::updateMotions|E:\BoxxyViewer\indra\llcharacter\llmotioncontroller.cpp|837|333734319|0.012421|4384|76125|331|305356|52667.255984
LLTrans::getString|E:\BoxxyViewer\indra\llui\lltrans.cpp|142|27441|0.000001|5|5488|4444|6481|894.277222
LLVOAvatar::accountRenderComplexityForObject|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12178|5977006|0.000222|212|28193|1133|327896|59104.408904
"Image Decode"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1674|106174|0.000004|172|617|281|1356|156.507534
LLFontGL::getWidthF32|E:\BoxxyViewer\indra\llrender\llfontgl.cpp|535|4101707|0.000153|13395|306|8|52003|744.676246
LLVOAvatar::getOverallAppearance|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12460|38720724|0.001441|224112|172|5|35093|199.254171
LLVolumeFace::createSide|E:\BoxxyViewer\indra\llmath\llvolume.cpp|7125|226571|0.000008|219|1034|53|11329|1779.947434
LLRenderPass::pushRiggedGLTFBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|992|33653196|0.001253|3019|11147|6|206672|28912.454385
LLRenderPass::pushUntexturedRiggedGLTFBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|1011|4855054|0.000181|1024|4741|760|41327|5752.891608
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|475|27533|0.000001|1365|20|6|241|23.737336
"media update interest"|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|669|6044195|0.000225|172|35140|20465|386864|52994.015642
"vftuf - missing asset"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2169|1938|0.000000|96|20|6|48|6.690134
"update rig info - get key"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11469|2208885|0.000082|214|10321|30|26852|6859.147509
LLWorkerThread::WorkRequest::processRequest|E:\BoxxyViewer\indra\llcommon\llworkerthread.cpp|182|21294939|0.000793|227|93810|356|4425811|332847.889775
LLCore::HttpService::threadRun|E:\BoxxyViewer\indra\llcorehttp\_httpservice.cpp|294|5170404746|0.192437|1725|2997336|568|36071239|2131274.630041
"Render"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|419|3838283955|0.142857|172|22315604|18681375|34603225|1917008.875161
LLPipeline::renderGeomPostDeferred|E:\BoxxyViewer\indra\newview\pipeline.cpp|4217|769009760|0.028622|1038|740857|15932|6297854|1362255.815391
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::push_|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|309|11387|0.000000|16|711|33|3790|1118.899072
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::addSamples|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|112|552018|0.000021|2580|213|43|1408|117.702272
"Exact OIT collect completed stats"|E:\BoxxyViewer\indra\newview\fsexactoit.cpp|1241|306344909|0.011402|172|1781075|1065246|4493216|348305.580170
LLGLSLShader::uniform4f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1417|9441710|0.000351|471481|20|6|36967|99.711653
LLGLSLShader::uniform2f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1866|386059|0.000014|1894|203|26|1776|191.271030
"LFS Thread"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1593|636647|0.000024|172|3701|2613|19887|1420.105430
LLDrawPoolAvatar::renderPostDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|258|10605496|0.000395|56286|188|39|63590|601.039648
LLDrawPoolTerrain::beginDeferredPass|E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp|124|9336|0.000000|345|27|20|617|35.340495
LLWindowWin32::LLWindowWin32Thread::run|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|5558|5155324736|0.191876|110|46866588|42285473|51243093|1888178.589733
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|6730|19275|0.000001|666|28|6|631|65.862388
"genDrawInfo - face size"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|6654|143371|0.000005|2661|53|6|1938|96.385933
LLPerfStats::StatsRecorder::toggleBuffer|E:\BoxxyViewer\indra\newview\llperfstats.cpp|160|171323|0.000006|172|996|596|2050|208.431275
LLViewerTexture::removeFace|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|923|13584|0.000001|306|44|6|398|68.879843
LLTrace::AccumulatorBuffer<class LLTrace::TimeBlockAccumulator>::resize|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|182|117596|0.000004|344|341|235|1347|108.893748
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|6697|13210|0.000000|507|26|6|483|45.880839
LLMemoryInfo::loadStatsMap|E:\BoxxyViewer\indra\llcommon\llsys.cpp|920|160316|0.000006|10|16031|12648|22871|2921.793893
"co - query available"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1133|3622619|0.000135|45025|80|20|36574|421.546216
LLGLSLShader::uniform3fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1553|10266720|0.000382|649544|15|6|12592|43.456877
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::resize|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|182|108798|0.000004|344|316|142|1311|132.971664
LL::WorkQueueBase::runUntilClose|E:\BoxxyViewer\indra\llcommon\workqueue.cpp|86|20769181345|0.773007|789|26323423|242|2703527938|130741180.975833
LLDrawPoolAvatar::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|218|23255816|0.000866|107784|215|39|24733|578.863826
LLPipeline::updateMove|E:\BoxxyViewer\indra\newview\pipeline.cpp|2193|26399789|0.000983|173|152599|112207|256743|25978.859203
"mwp - WM_TIMER"|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|2435|215967|0.000008|111|1945|1236|3344|355.440597
"vftuf - desired > max"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2258|20572|0.000001|1242|16|5|645|31.660416
LLTrace::AccumulatorBuffer<class LLTrace::TimeBlockAccumulator>::addSamples|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|112|718593|0.000027|1376|522|159|7337|270.444500
LLVOAvatar::calculateBodyPartsComplexity|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11822|7971|0.000000|3|2657|2412|2858|226.232182
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1802|4587|0.000000|18|254|16|408|92.054012
LLDrawable::updateDistance|E:\BoxxyViewer\indra\newview\lldrawable.cpp|873|85854360|0.003195|109315|785|6|163719|1775.927169
LLTextureFetchWorker::CacheWriteResponder::completed|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|330|18967|0.000001|16|1185|296|2168|478.886277
"vb cache miss"|E:\BoxxyViewer\indra\llrender\llrender.cpp|1615|29509370|0.001098|15372|1919|526|1382987|21427.473286
FTM_RENDER_BLOOM|E:\BoxxyViewer\indra\newview\pipeline.cpp|8128|3738333|0.000139|172|21734|18607|46665|3226.333078
LLRenderPass::pushBatchRange|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|704|256327132|0.009540|1066002|240|76|134052|455.689696
LLTextureCacheRemoteWorker::doRead|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|288|4505147|0.000168|19|237113|2678|522642|124820.647435
LLUICtrlFactory::createWidgetImpl|E:\BoxxyViewer\indra\llui\lluictrlfactory.h|213|9512|0.000000|1|9512|9512|9512|0.000000
LLCore::HttpLibcurl::processTransport|E:\BoxxyViewer\indra\llcorehttp\_httplibcurl.cpp|147|33596597|0.001250|1726|19465|40|6790614|167025.845263
"glBufferSubData"|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|1388|20634731|0.000768|64760|318|16|307884|3443.731621
LLScopedLock::LLScopedLock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|403|4594|0.000000|98|46|7|327|56.714150
LLGLState::LLGLState|E:\BoxxyViewer\indra\llrender\llgl.cpp|2520|25667443|0.000955|798738|32|5|74231|141.869031
LLVOVolume::updateTextureVirtualSize|E:\BoxxyViewer\indra\newview\llvovolume.cpp|837|82053370|0.003054|37830|2169|9|156209|2769.224803
LLViewerOctreeGroup::rebound|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|548|250914339|0.009339|210114|1194|6|181061|5328.147229
LLOcclusionCullingGroup::earlyFail|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1060|1221341|0.000045|45208|27|6|9512|58.377481
"Env Update"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1195|1121122|0.000042|172|6518|4912|64353|4493.228902
"Image Update Bump"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|863|227223|0.000008|173|1313|264|76778|6355.910411
LLDrawPoolAvatar::beginDeferredPass|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|166|1041756|0.000039|1821|572|6|12887|608.792641
"lllog"|E:\BoxxyViewer\indra\newview\llavatarrenderinfoaccountant.cpp|380|460|0.000000|1|460|460|460|0.000000
"display - 4"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|893|295094449|0.010983|173|1705748|1246488|2336557|223593.216980
LLHUDNameTag::render|E:\BoxxyViewer\indra\newview\llhudnametag.cpp|231|74248139|0.002763|7224|10277|3251|1398776|31972.002325
"ra - push batch"|E:\BoxxyViewer\indra\newview\lldrawpoolalpha.cpp|699|472863749|0.017599|470376|1005|211|208444|1626.527955
LLSD::Impl::makeMap|E:\BoxxyViewer\indra\llcommon\llsd.cpp|872|472491|0.000018|2304|205|74|4543|260.819522
LLOcclusionCullingGroup::doOcclusion|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1176|20912938|0.000778|48155|434|6|28153|277.005955
LLScrollContainer::draw|E:\BoxxyViewer\indra\llui\llscrollcontainer.cpp|488|72936553|0.002715|860|84809|109|418474|106847.906738
"Texture Unbind"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1024|134689|0.000005|173|778|523|1676|168.272049
"qtpr - complete"|E:\BoxxyViewer\indra\llcommon\llqueuedthread.cpp|476|138676|0.000005|53|2616|219|8170|2616.380295
LLGLSLShader::uniform4f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1901|3870721|0.000144|24725|156|23|47657|346.216240
"rmmsu - update buffer"|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|1310|2075160|0.000077|606|3424|1450|44657|1836.767857
LLDrawPoolTerrain::endDeferredPass|E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp|130|33418|0.000001|345|96|53|820|48.225488
LLDrawPoolMaterials::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolmaterials.cpp|107|212496411|0.007909|13872|15318|147|439076|44247.611365
"tfwdw - WAIT_HTTP_REQ"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1515|1148766|0.000043|113|10166|7|120412|25704.655392
LLPerfStats::StatsRecorder::doUpd|E:\BoxxyViewer\indra\newview\llperfstats.h|273|413592|0.000015|1721|240|14|1611|267.158334
LLDrawable::movePartition|E:\BoxxyViewer\indra\newview\lldrawable.cpp|775|76679058|0.002854|61607|1244|111|118710|2813.789810
LLSpatialBridge::updateDistance|E:\BoxxyViewer\indra\newview\lldrawable.cpp|1606|58461540|0.002176|3631|16100|502|211547|33747.590605
LLDrawPoolWaterExclusion::render|E:\BoxxyViewer\indra\newview\lldrawpoolwaterexclusion.cpp|45|2079241|0.000077|1039|2001|333|12470|1368.042720
LLEyeMotion::onUpdate|E:\BoxxyViewer\indra\llcharacter\llheadrotmotion.cpp|462|872683|0.000032|560|1558|87|35020|4660.595420
"MISSING TEXTURE"|E:\BoxxyViewer\indra\llrender\llrender.cpp|199|849284|0.000032|4111|206|50|15240|355.928236
LLSpatialGroup::removeObject|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|415|3731293|0.000139|2712|1375|25|41710|3319.929245
LLCore::HttpLibcurl::addOp|E:\BoxxyViewer\indra\llcorehttp\_httplibcurl.cpp|223|602904|0.000022|43|14021|3370|46671|9954.586326
LLThreadSafeQueue<struct tagMSG,class std::queue<struct tagMSG,class std::deque<struct tagMSG,class std::allocator<struct tagMSG> > > >::push|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|348|62000|0.000002|111|558|351|1596|159.470145
LLRender::syncMatrices|E:\BoxxyViewer\indra\llrender\llrender.cpp|909|74513134|0.002773|2840402|26|6|113818|202.086816
LLStopWatchControlsMixinCommon::reset|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|1054|632518|0.000024|172|3677|2602|63758|5671.934230
LLDrawPoolAvatar::beginDeferredRigid|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|575|246857|0.000009|607|406|126|1605|205.223074
LLWindowWin32::gatherInput|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|2306|8207026|0.000305|172|47715|8416|659446|75946.068390
"vftuf - is fetching"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2205|536795|0.000020|14|38342|5398|55035|16304.562521
